,user_id,delta,confidence,id
0,282,1039460,0.20015617214897474,c40e9e5f-39fa-415d-b806-69846ea659b3
1,282,1038323,0.20015634300987628,78a59adc-96b4-44c7-aad6-f669c944794e
2,282,966940,0.20016787372298728,419631b2-5dbb-4b1d-b323-b3c758c4933d
3,282,966558,0.2001679400057246,c2b07040-8023-4c68-bf45-0f7ab0a33b38
4,282,965864,0.20016806055916958,9d9501ba-732d-49e5-b40c-ba261a0db18f
5,282,953859,0.20017017366135842,ea69d158-f7af-466a-80d7-189670b146fa
6,282,919179,0.20017658770771077,edc4eed0-7d12-4bd0-a714-b79464629cc6
7,282,879448,0.20018455701790291,50ce24aa-4fb5-4c07-a946-50eb243287fa
8,282,875379,0.20018541397866055,04b61b67-552d-4ed5-9c1c-9f7610c158b8
9,282,870610,0.20018642854961594,3475eaf4-cd58-46f7-9e92-c974a85012cf
10,282,847834,0.20019143123142452,4479d00f-be62-4283-84e6-450c771927d0
11,282,847446,0.20019151878141533,36f95eed-097c-438c-94f3-ba240f267167
12,282,846738,0.20019167874414226,90b87a9b-a564-42eb-9446-6008940d1166
13,282,845167,0.20019203464574642,741812eb-13af-4b34-b559-ae6fd3bfe911
14,282,839436,0.20019334425424634,9de43d20-a730-4704-aaf6-22cadc78cd87
15,282,833544,0.20019470940672376,3f8c5238-656f-408e-b899-8ca02b067d39
16,282,790165,0.2002053861253952,b5bc55ff-5aff-4481-b97d-85f6ae158499
17,282,773971,0.20020967831595596,9a7afe22-485b-4a31-bfee-007b1c58cdb8
18,282,743857,0.2002181562467425,e8089690-d1c8-4695-8a0f-dadf558aebfb
19,282,693466,0.20023398743184398,b28ab464-1dfe-49cf-930d-79139d0e5d93
20,282,680161,0.20023855833786575,3c423fe3-8138-4b65-b333-891e20402ee6
21,282,678458,0.20023915632440062,05b04fb5-519f-4ac2-8924-e5a8ed21fb96
22,282,661369,0.20024532716680857,c300acb1-00ac-4c67-8003-0869b04d62f1
23,282,644126,0.20025188501107957,83644ddc-c210-4922-8705-dbb0beadbb45
24,282,644118,0.20025188813500266,42a0d0bc-c9d9-439e-8203-262dc07b11f4
25,282,641663,0.2002528504633315,353e52fa-2e25-44d4-9638-276e75e69170
26,282,641145,0.20025305445282882,302f7320-efe6-4138-ac37-9ef106b74830
27,282,608200,0.20026674098985958,9e728f40-3767-448d-95d6-bc067f0331cd
28,282,580949,0.20027923320967284,a79fc9fb-86c0-4015-af30-1a2aac8e416c
29,282,532942,0.20030434251162346,da564412-7578-4105-b0d5-11a25c1a17d7
30,282,530561,0.2003057059210023,37a9d5a5-195f-400f-b2fb-fac378610bf6
31,282,455679,0.20035584046703395,ba9f36af-92c8-4ed1-9bbc-262fba8df6fc
32,282,422390,0.2003838230429496,8b89cebf-abd7-4c0e-8f36-8325c153c893
33,282,398714,0.2004065617918803,55401b9f-8ee3-4439-a9ab-63b3e531d88d
34,282,398133,0.20040715371016096,8bd2599f-2ac9-4d25-b472-70242dde94aa
35,282,309222,0.20052387234239272,d35824ca-5595-4921-b157-82f1b713ce7e
36,282,267776,0.2006046762129081,34404a36-b6d2-449d-896d-cc1abc830b41
37,282,258330,0.20062670735541138,82135143-7357-4224-a65b-fed827e17f8b
38,282,227525,0.2007112133547536,d7e619fe-eade-4358-b75e-aed0fc27a3e5
39,282,227408,0.20071157778128487,c5d7d1b1-884e-4731-9ec8-2dfcf00cd3f9
40,282,170077,0.20095014019647303,9c09ebc8-9633-4222-8ccf-b853fc80d838
41,282,169622,0.20095267501631114,09afae88-8ff7-4f90-aeca-2d773096eff0
42,282,167054,0.2009672388876683,afd3e32d-5e53-4bf7-8627-9c53d794ee9b
43,282,166347,0.20097132699201858,1d3c5e07-05fc-472b-8a06-e63480146ea8
44,282,166158,0.20097242571210797,f08e9a84-ed24-41e9-a3fb-18c5ff9ed39d
45,282,150303,0.20107437450646265,42aa76b8-f0a7-42ed-bb1a-4bf4af851615
46,282,150157,0.20107541272272247,ee63f8d3-c1bc-411e-85ec-3bc087e58e42
47,282,149092,0.20108304714677003,a018e796-76ae-4348-b8b2-21479447ed5d
48,282,148784,0.2010852752851922,a8359b76-f240-4abd-a732-13148810a9ea
49,282,148030,0.20109076877293713,51c82775-6b8d-418f-9537-87b465f228ce
50,282,147898,0.20109173622304435,29ddb4c8-98fc-4c36-a12c-be3eb9a8d474
51,282,147843,0.2010921398339495,1d87ee48-9ed9-4ad5-a579-e50c88b54b7e
52,282,135754,0.20118873569875687,30395c4d-ab64-4dbb-8cb2-27bdacdfe0ed
53,282,102541,0.20157031729267683,6cac959f-0127-4685-b271-bfdbfbab1646
54,282,102256,0.20157465466111565,f09d2617-e139-4866-be5d-699237cc261d
55,282,101857,0.2015807673875871,8b6bd7a0-ee73-401d-9ce0-403d2d6db2b3
56,282,62432,0.20256442502322405,997e42e3-7d5a-4f5f-bde5-750eeda56639
57,282,61983,0.20258272870779023,0aa33720-e329-4059-8c4e-b3bde74e2e71
58,282,14206,0.21074452703949145,2287098c-3c97-45f1-8ed0-080ca01ab07e
59,955,67,0.37020667810515795,8d8b7ed3-393a-4fff-a3de-3cd515399efa
60,955,98,0.3822860936704211,f27276e8-eca8-419e-8f13-1677aac6c5b8
61,955,151,0.3446611983095925,b870f1ce-6fd3-4353-96c3-7fb44c9add19
62,955,191,0.32060224363169915,873d766b-baf9-4c88-a27b-9f842df763d8
63,958,1885,0.3055143759155599,2c470a15-7dc4-4b83-be81-61501b325d0d
64,958,1456,0.3313015504397724,1131a586-e9d3-45f1-8901-a1c3df1f2d00
65,953,527,0.20015163002274453,0b8d844c-a6be-4dda-8ce7-53e72f485800
66,246,2,0.9618825641007946,ef1fde4f-1448-45be-9d44-25a43ea2959b
67,959,12425,0.20021875015164833,4e516086-b06f-4f5a-9a84-e9fdc0d732e3
68,958,270,0.31205550782722846,ce3cd392-f87e-4586-a7e9-8b05b563c20e
69,957,636,0.23768726135148854,77f9e0ba-e605-4a34-9a97-33ddda6e393e
70,956,980,0.21291690316192843,af03ac34-0797-44b0-ba84-3cef000a71fc
71,956,4,0.9525140853700957,264aee7e-25ef-49eb-8d51-86ee7d887eb6
